target,call_id,call_kind,matrix_size,process,op_type,op_index,attribution_source,attribution_type_id,template_source_workload,template_samples,est_host_ns,est_gpu_ns
react_moa_mcts,<dag>,dag,,dag_schedule_gap,,,template_scaled,dag||dag_schedule_gap|,planner_debate+react_tool,27,79911.0,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer10,prefill_layer10,11,template_scaled,llm|768|mir_operator:prefill_layer10|prefill_layer10,react_tool,6,1062749.5,412676.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer11,prefill_layer11,12,template_scaled,llm|768|mir_operator:prefill_layer11|prefill_layer11,react_tool,6,1088713.5,390562.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer12,prefill_layer12,13,template_scaled,llm|768|mir_operator:prefill_layer12|prefill_layer12,react_tool,6,1093574.5,390050.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer13,prefill_layer13,14,template_scaled,llm|768|mir_operator:prefill_layer13|prefill_layer13,react_tool,6,1116853.5,389715.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer14,prefill_layer14,15,template_scaled,llm|768|mir_operator:prefill_layer14|prefill_layer14,react_tool,6,1113415.5,391012.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer15,prefill_layer15,16,template_scaled,llm|768|mir_operator:prefill_layer15|prefill_layer15,react_tool,6,1108087.0,415986.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer16,prefill_layer16,17,template_scaled,llm|768|mir_operator:prefill_layer16|prefill_layer16,react_tool,6,1103478.0,387954.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer17,prefill_layer17,18,template_scaled,llm|768|mir_operator:prefill_layer17|prefill_layer17,react_tool,6,1100457.0,390820.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer18,prefill_layer18,19,template_scaled,llm|768|mir_operator:prefill_layer18|prefill_layer18,react_tool,6,1103179.5,390914.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer19,prefill_layer19,20,template_scaled,llm|768|mir_operator:prefill_layer19|prefill_layer19,react_tool,6,1101479.0,392146.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer20,prefill_layer20,21,template_scaled,llm|768|mir_operator:prefill_layer20|prefill_layer20,react_tool,6,1077636.0,389203.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer21,prefill_layer21,22,template_scaled,llm|768|mir_operator:prefill_layer21|prefill_layer21,react_tool,6,1053747.5,395204.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer22,prefill_layer22,23,template_scaled,llm|768|mir_operator:prefill_layer22|prefill_layer22,react_tool,6,1058956.5,387651.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer23,prefill_layer23,24,template_scaled,llm|768|mir_operator:prefill_layer23|prefill_layer23,react_tool,6,1056483.0,388420.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer24,prefill_layer24,25,template_scaled,llm|768|mir_operator:prefill_layer24|prefill_layer24,react_tool,6,1070993.5,390900.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer25,prefill_layer25,26,template_scaled,llm|768|mir_operator:prefill_layer25|prefill_layer25,react_tool,6,1067939.5,416387.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer26,prefill_layer26,27,template_scaled,llm|768|mir_operator:prefill_layer26|prefill_layer26,react_tool,6,1090922.0,390322.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer27,prefill_layer27,28,template_scaled,llm|768|mir_operator:prefill_layer27|prefill_layer27,react_tool,6,1079330.5,388914.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer28,prefill_layer28,29,template_scaled,llm|768|mir_operator:prefill_layer28|prefill_layer28,react_tool,6,1087600.5,389235.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer29,prefill_layer29,30,template_scaled,llm|768|mir_operator:prefill_layer29|prefill_layer29,react_tool,6,1090838.5,412082.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer30,prefill_layer30,31,template_scaled,llm|768|mir_operator:prefill_layer30|prefill_layer30,react_tool,6,1101353.5,391603.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer31,prefill_layer31,32,template_scaled,llm|768|mir_operator:prefill_layer31|prefill_layer31,react_tool,6,1100992.0,388099.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer32,prefill_layer32,33,template_scaled,llm|768|mir_operator:prefill_layer32|prefill_layer32,react_tool,6,1106507.5,388690.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer33,prefill_layer33,34,template_scaled,llm|768|mir_operator:prefill_layer33|prefill_layer33,react_tool,6,1103441.0,388259.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer34,prefill_layer34,35,template_scaled,llm|768|mir_operator:prefill_layer34|prefill_layer34,react_tool,6,1102952.5,391155.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_layer35,prefill_layer35,36,template_scaled,llm|768|mir_operator:prefill_layer35|prefill_layer35,react_tool,6,1096567.0,392322.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_head,prefill_head,37,template_scaled,llm|768|mir_operator:prefill_head|prefill_head,react_tool,6,276844.0,943591.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:prefill_sample,prefill_sample,38,template_scaled,llm|768|mir_operator:prefill_sample|prefill_sample,react_tool,6,888325.0,8240.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_embed,decode_embed,39,template_scaled,llm|768|mir_operator:decode_embed|decode_embed,react_tool,330,53941.5,1760.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer00,decode_layer00,40,template_scaled,llm|768|mir_operator:decode_layer00|decode_layer00,react_tool,330,1062467.0,237121.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer01,decode_layer01,41,template_scaled,llm|768|mir_operator:decode_layer01|decode_layer01,react_tool,330,1028533.0,236979.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer02,decode_layer02,42,template_scaled,llm|768|mir_operator:decode_layer02|decode_layer02,react_tool,330,1016248.5,236865.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer03,decode_layer03,43,template_scaled,llm|768|mir_operator:decode_layer03|decode_layer03,react_tool,330,1012360.0,236882.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer04,decode_layer04,44,template_scaled,llm|768|mir_operator:decode_layer04|decode_layer04,react_tool,330,1010649.0,236850.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer05,decode_layer05,45,template_scaled,llm|768|mir_operator:decode_layer05|decode_layer05,react_tool,330,1005326.5,236546.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer06,decode_layer06,46,template_scaled,llm|768|mir_operator:decode_layer06|decode_layer06,react_tool,330,1005615.0,236802.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer07,decode_layer07,47,template_scaled,llm|768|mir_operator:decode_layer07|decode_layer07,react_tool,330,1006426.5,236866.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer08,decode_layer08,48,template_scaled,llm|768|mir_operator:decode_layer08|decode_layer08,react_tool,330,1005700.5,236834.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer09,decode_layer09,49,template_scaled,llm|768|mir_operator:decode_layer09|decode_layer09,react_tool,330,1007069.5,236818.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer10,decode_layer10,50,template_scaled,llm|768|mir_operator:decode_layer10|decode_layer10,react_tool,330,1013290.5,236882.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer11,decode_layer11,51,template_scaled,llm|768|mir_operator:decode_layer11|decode_layer11,react_tool,330,1008001.5,236770.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer12,decode_layer12,52,template_scaled,llm|768|mir_operator:decode_layer12|decode_layer12,react_tool,330,1002733.5,236818.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer13,decode_layer13,53,template_scaled,llm|768|mir_operator:decode_layer13|decode_layer13,react_tool,330,1003251.5,236897.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer14,decode_layer14,54,template_scaled,llm|768|mir_operator:decode_layer14|decode_layer14,react_tool,330,1008390.0,236673.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer15,decode_layer15,55,template_scaled,llm|768|mir_operator:decode_layer15|decode_layer15,react_tool,330,1008691.0,236898.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer16,decode_layer16,56,template_scaled,llm|768|mir_operator:decode_layer16|decode_layer16,react_tool,330,1012839.0,236961.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer17,decode_layer17,57,template_scaled,llm|768|mir_operator:decode_layer17|decode_layer17,react_tool,330,1011347.0,236864.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer18,decode_layer18,58,template_scaled,llm|768|mir_operator:decode_layer18|decode_layer18,react_tool,330,1013372.5,236801.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer19,decode_layer19,59,template_scaled,llm|768|mir_operator:decode_layer19|decode_layer19,react_tool,330,1014272.5,236930.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer20,decode_layer20,60,template_scaled,llm|768|mir_operator:decode_layer20|decode_layer20,react_tool,330,1013819.5,236834.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer21,decode_layer21,61,template_scaled,llm|768|mir_operator:decode_layer21|decode_layer21,react_tool,330,1012056.5,236866.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer22,decode_layer22,62,template_scaled,llm|768|mir_operator:decode_layer22|decode_layer22,react_tool,330,1011341.5,236897.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer23,decode_layer23,63,template_scaled,llm|768|mir_operator:decode_layer23|decode_layer23,react_tool,330,1011252.0,236771.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer24,decode_layer24,64,template_scaled,llm|768|mir_operator:decode_layer24|decode_layer24,react_tool,330,1012259.0,236897.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer25,decode_layer25,65,template_scaled,llm|768|mir_operator:decode_layer25|decode_layer25,react_tool,330,1009640.0,236898.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer26,decode_layer26,66,template_scaled,llm|768|mir_operator:decode_layer26|decode_layer26,react_tool,330,1008155.0,236962.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer27,decode_layer27,67,template_scaled,llm|768|mir_operator:decode_layer27|decode_layer27,react_tool,330,1009675.5,236737.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer28,decode_layer28,68,template_scaled,llm|768|mir_operator:decode_layer28|decode_layer28,react_tool,330,1007313.5,236897.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer29,decode_layer29,69,template_scaled,llm|768|mir_operator:decode_layer29|decode_layer29,react_tool,330,1005983.0,237057.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer30,decode_layer30,70,template_scaled,llm|768|mir_operator:decode_layer30|decode_layer30,react_tool,330,1005515.5,236866.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer31,decode_layer31,71,template_scaled,llm|768|mir_operator:decode_layer31|decode_layer31,react_tool,330,1003648.5,236929.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer32,decode_layer32,72,template_scaled,llm|768|mir_operator:decode_layer32|decode_layer32,react_tool,330,1000737.0,236930.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer33,decode_layer33,73,template_scaled,llm|768|mir_operator:decode_layer33|decode_layer33,react_tool,330,1001983.5,236817.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer34,decode_layer34,74,template_scaled,llm|768|mir_operator:decode_layer34|decode_layer34,react_tool,330,1003673.5,236930.5
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer35,decode_layer35,75,template_scaled,llm|768|mir_operator:decode_layer35|decode_layer35,react_tool,330,1004214.0,236801.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_head,decode_head,76,template_scaled,llm|768|mir_operator:decode_head|decode_head,react_tool,330,257848.0,661989.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_sample,decode_sample,77,template_scaled,llm|768|mir_operator:decode_sample|decode_sample,react_tool,330,617497.0,7072.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_embed,decode_embed,78,template_scaled,llm|768|mir_operator:decode_embed|decode_embed,react_tool,330,53941.5,1760.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer00,decode_layer00,79,template_scaled,llm|768|mir_operator:decode_layer00|decode_layer00,react_tool,330,1062467.0,237121.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer01,decode_layer01,80,template_scaled,llm|768|mir_operator:decode_layer01|decode_layer01,react_tool,330,1028533.0,236979.0
react_moa_mcts,react-plan,llm,768,inter_operator_dispatch,,,template_scaled,llm|768|inter_operator_dispatch|,react_tool,13098,20555.5,0.0
react_moa_mcts,react-plan,llm,768,mir_operator:decode_layer02,decode_layer02,81,template_scaled,llm|768|mir_operator:decode_layer02|decode_layer02,react_tool,330,1016248.5,236865.0
